grade_band,weekday_affinity,semantic_group,proposed_question_family,question_text,gate_type,yes_follow_up_intents,no_branch_direction,recommended_cooldown_days,time_of_day,rapport_weight,existing_similar_question_ids,duplicate_risk,why_needed,status
초5~6,"fri,sun",EMOTIONAL_EXPERIENCE,MOOD_TODAY,이번 주 마음을 한 단어로 표현하면 어떤 말이 떠올라?,OPEN,단어 선택 이유 경청;그 감정이 들었던 순간 탐색,주말 동안 느끼고 싶은 감정이나 편안한 상태로 전환,14,evening,2,32b08b68-f4b5-f32c-917e-6f5a2cae44e3;a3d93e9d-f6e6-146c-ff48-5744050f3d52,LOW,기존 sun 전용 문항의 weekday_affinity에 fri 추가 필요 (금요일 주간 감정 메타인지 점검),REUSE_EXISTING
초5~6,"fri,tue",PEER_CONNECTION,FRIEND_PLAY,이번 주 친구와 있었던 일 중 제일 마음에 남는 건 뭐야?,OPEN,친구와의 에피소드 공유;그때 느낀 감정;친구와의 관계 확인,주말에 친구와 연락하거나 만날 계획으로 전환,14,afternoon,2,852057dd-d3d6-e21a-3031-73172a6f893b;810f0982-54e4-ef0e-8ea6-a4bf1d552935,LOW,기존 tue 전용 문항의 weekday_affinity에 fri 추가 필요 (금요일 주간 친구관계 총결산),REUSE_EXISTING
초5~6,fri,DAILY_LIFE,RAPPORT_INTEREST,지금 제일 하고 싶은 게 뭐야?,OPEN,원하는 활동 탐색;금요일 방과후 해방감 지지;취향 확인,편안하게 쉴 수 있는 방법 함께 찾기,7,afternoon,1,c4415254-da55-4b66-8dbe-b877774f3e92,LOW,기존 요일 미지정 문항의 weekday_affinity에 fri 추가 필요 (금요일 하교 직후 즉각적 욕구 파악),REUSE_EXISTING
초5~6,fri,DIGITAL_CONTENT,GAME_TODAY,이번 주말에 친구들이랑 같이 하거나 혼자 달리고 싶은 게임 있어?,GATE,게임 이름 확인;친구와 협동/대결 여부;달성하고 싶은 목표,"영상 시청, 독서, 취미 활동 등 다른 주말 즐길거리로 전환",7,evening,2,,LOW,금요일 저녁 초5~6의 핵심 관심사인 주말 게임 계획 및 플레이 욕구 탐색,NEW_QUESTION
초5~6,fri,DIGITAL_CONTENT,VIDEO_TODAY,"주말에 몰아서 보고 싶은 유튜브 영상이나 드라마, 웹툰 같은 거 있어?",GATE,콘텐츠 채널/작품명 확인;기대하는 이유;추천 요청,"게임, 야외 활동, 보드게임 등 다른 콘텐츠로 전환",7,evening,2,,LOW,금요일 저녁 디지털 미디어/웹툰 정주행 계획을 통한 라포 및 취향 공유,NEW_QUESTION
초5~6,fri,DAILY_LIFE,OUTING_TODAY,이번 주말에 어디 놀러 가거나 외출할 계획 있어?,GATE,외출 장소 및 목적;동행인(가족/친구);기대되는 포인트,집에서 편안하게 뒹굴거리며 쉴 집콕 힐링 계획 탐색,7,afternoon,2,,LOW,주말 외출 및 나들이 계획을 탐색하는 금요일 필수 생활맥락 질문,NEW_QUESTION
초5~6,fri,PEER_CONNECTION,FRIEND_PLAY,오늘 학교 끝나고 친구들이랑 놀거나 어디 들렀다 왔어?,GATE,놀이 장소(노래방/분식집/놀이터 등);함께한 친구;즐거웠던 에피소드,학교 끝나고 곧바로 집으로 와서 맞이한 휴식으로 전환,7,afternoon,2,,LOW,금요일 방과후 또래 그룹과의 사적 만남 및 놀이 맥락 파악,NEW_QUESTION
초5~6,fri,DAILY_HIGHLIGHT,SCHOOL_HIGHLIGHT,이번 주 학교나 학원에서 친구들이랑 배꼽 빠지게 웃었던 일 있어?,GATE,웃겼던 상황 및 밈/유머 공유;함께 웃은 친구,최근 본 웃긴 영상이나 인터넷 짤 이야기로 가볍게 전환,14,afternoon,2,,LOW,한 주 동안 친구들과 나눈 유머/웃음 에피소드를 통한 긍정 정서 환기,NEW_QUESTION
초5~6,fri,DAILY_LIFE,RAPPORT_INTEREST,내일 학교 안 가니까 오늘 밤은 좀 늦게까지 놀 계획이야?,GATE,금요일 밤 자유시간 계획;늦게까지 하고 싶은 활동,일찍 자고 주말 아침을 여유롭게 시작할 계획인지 확인,7,evening,2,,LOW,불금 특유의 늦잠/야간 자유시간 허용감에 대한 아이들의 생활 감정 반영,NEW_QUESTION
초5~6,fri,MEAL_AND_TASTE,FOOD_TODAY,이번 주말에 꼭 먹고 싶다고 찜해둔 맛있는 음식 있어?,GATE,먹고 싶은 메뉴 확인;배달/외식/직접 만들기 여부;기대감 공유,오늘 저녁에 먹은 맛있는 음식 이야기로 전환,7,evening,1,,LOW,주말 특식/배달음식에 대한 기대감을 통한 자연스러운 라포 형성,NEW_QUESTION
초5~6,fri,PEER_CONNECTION,FRIEND_PLAY,이번 주말에 친구랑 만나서 놀기로 약속한 거 있어?,GATE,친구 약속 장소 및 활동;만나는 친구;준비하는 점,가족과 보내는 시간이나 혼자만의 취미 생활로 전환,7,afternoon,2,,LOW,주말 친구 약속 및 사적 교우관계 계획 확인,NEW_QUESTION
초5~6,fri,ACHIEVEMENT,MOOD_TODAY,"월요일부터 오늘까지 열심히 보냈는데, 오늘 스스로에게 주고 싶은 작은 보상이 있어?",GATE,스스로 정한 보상 내용(간식/자유시간/게임 등);한 주 노력 인정,한 주를 무사히 완주한 것만으로도 충분히 멋지다고 격려,14,evening,2,,LOW,주간 완주에 대한 자기 보상 및 긍정적 자기 피드백 습관 형성,NEW_QUESTION
초5~6,fri,EMOTIONAL_EXPERIENCE,MOOD_TODAY,금요일 수업 끝나고 교문 딱 나설 때 기분이 어땠어?,OPEN,하교 순간의 해방감/홀가분함 공감;주말 시작 기분 공유,남은 방과후/학원 일정에 대한 격려 및 응원,14,afternoon,2,,LOW,금요일 하교 순간의 생생한 감정 포착 및 주말 모드 전환 촉진,NEW_QUESTION
